link_id,from_node_id,to_node_id,direction,length,number_of_lanes,speed_limit,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,BPR_alpha_term,BPR_beta_term,free_flow_time,toll,volume,cost
336,336,882,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
337,337,883,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
338,338,884,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
339,339,885,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
340,340,886,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
341,341,887,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
342,342,888,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
343,343,889,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
344,344,890,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
345,345,891,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
346,346,892,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
347,347,893,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
348,348,894,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
349,349,895,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
350,350,896,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
351,351,897,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
352,352,898,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
353,353,899,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
354,354,900,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
355,355,901,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
356,356,902,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
357,357,903,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
358,358,904,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
359,359,905,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
360,360,906,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
361,361,907,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
362,362,908,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
363,363,909,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
364,364,910,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
365,365,911,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
366,366,912,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
367,367,913,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
368,368,914,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
369,369,915,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
370,370,916,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
371,371,917,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
372,372,918,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
373,373,919,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
374,374,920,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
375,375,921,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
376,376,922,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
377,377,923,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
378,378,924,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
379,379,925,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
380,380,926,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
381,381,927,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
382,382,928,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
383,383,929,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
384,384,930,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
385,385,931,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
386,386,932,1,0.8633,1,25,4950,1,180,12,0.15,4,2,0,4000,2
387,387,389,1,12.0468,1,25,350,1,180,12,0.15,4,28,0,4000,28
388,387,390,1,6.3572,1,25,350,1,180,12,0.15,4,15,0,4000,15
389,387,707,1,1.8137,1,25,200,1,180,12,0.15,4,4,0,4000,4
390,387,801,1,4.4262,1,25,200,1,180,12,0.15,4,10,0,4000,10
391,388,389,1,4.7006,1,25,100,1,180,12,0.15,4,11,0,4000,11
392,388,800,1,7.5097,1,25,250,1,180,12,0.15,4,18,0,4000,18
393,388,913,1,3.3019,1,25,250,1,180,12,0.15,4,7,0,4000,7
394,389,387,1,12.0468,1,25,350,1,180,12,0.15,4,28,0,4000,28
395,389,388,1,4.7006,1,25,100,1,180,12,0.15,4,11,0,4000,11
396,389,924,1,7.0602,1,25,350,1,180,12,0.15,4,16,0,4000,16
397,390,387,1,6.3572,1,25,350,1,180,12,0.15,4,15,0,4000,15
398,390,391,1,4.5587,1,25,350,1,180,12,0.15,4,10,0,4000,10
399,390,708,1,1.2693,1,25,300,1,180,12,0.15,4,3,0,4000,3
400,390,714,1,4.7164,1,25,300,1,180,12,0.15,4,11,0,4000,11
401,391,390,1,4.5587,1,25,350,1,180,12,0.15,4,10,0,4000,10
402,391,392,1,2.7006,1,25,350,1,180,12,0.15,4,6,0,4000,6
403,391,712,1,1.675,1,25,100,1,180,12,0.15,4,4,0,4000,4
404,391,716,1,1.6047,1,25,100,1,180,12,0.15,4,3,0,4000,3
405,392,391,1,2.7006,1,25,350,1,180,12,0.15,4,6,0,4000,6
406,392,393,1,3.1116,1,25,500,1,180,12,0.15,4,7,0,4000,7
407,392,711,1,2.7095,1,25,350,1,180,12,0.15,4,6,0,4000,6
408,392,715,1,0.613,1,25,350,1,180,12,0.15,4,1,0,4000,1
409,393,392,1,3.1116,1,25,500,1,180,12,0.15,4,7,0,4000,7
410,393,394,1,2.2578,1,25,500,1,180,12,0.15,4,5,0,4000,5
411,393,583,1,4.7724,1,25,50,1,180,12,0.15,4,11,0,4000,11
412,393,600,1,0.5624,1,25,50,1,180,12,0.15,4,1,0,4000,1
413,394,393,1,2.2578,1,25,500,1,180,12,0.15,4,5,0,4000,5
414,394,395,1,3.3572,1,25,500,1,180,12,0.15,4,8,0,4000,8
415,394,583,1,3.8739,1,25,350,1,180,12,0.15,4,9,0,4000,9
416,394,599,1,0.8297,1,25,350,1,180,12,0.15,4,1,0,4000,1
417,395,394,1,3.3572,1,25,500,1,180,12,0.15,4,8,0,4000,8
418,395,396,1,1.953,1,25,500,1,180,12,0.15,4,4,0,4000,4
419,396,395,1,1.953,1,25,500,1,180,12,0.15,4,4,0,4000,4
420,396,397,1,2.1773,1,25,500,1,180,12,0.15,4,5,0,4000,5
421,396,587,1,2.501,1,25,300,1,180,12,0.15,4,6,0,4000,6
422,396,603,1,1.1048,1,25,300,1,180,12,0.15,4,2,0,4000,2
423,397,396,1,2.1773,1,25,500,1,180,12,0.15,4,5,0,4000,5
424,397,398,1,0.628,1,25,500,1,180,12,0.15,4,1,0,4000,1
425,397,399,1,1.9558,1,25,650,1,180,12,0.15,4,4,0,4000,4
426,397,402,1,2.806,1,25,800,1,180,12,0.15,4,6,0,4000,6
427,398,397,1,0.628,1,25,500,1,180,12,0.15,4,1,0,4000,1
428,398,536,1,3.9344,1,25,500,1,180,12,0.15,4,9,0,4000,9
429,398,603,1,1.6993,1,25,700,1,180,12,0.15,4,4,0,4000,4
430,398,608,1,1.364,1,25,700,1,180,12,0.15,4,3,0,4000,3
431,399,397,1,1.9558,1,25,650,1,180,12,0.15,4,4,0,4000,4
432,399,400,1,3.4555,1,25,500,1,180,12,0.15,4,8,0,4000,8
433,399,586,1,1.0097,1,25,50,1,180,12,0.15,4,2,0,4000,2
434,399,608,1,2.5077,1,25,50,1,180,12,0.15,4,6,0,4000,6
435,400,399,1,3.4555,1,25,500,1,180,12,0.15,4,8,0,4000,8
436,400,401,1,1.5004,1,25,500,1,180,12,0.15,4,3,0,4000,3
437,400,584,1,1.0005,1,25,600,1,180,12,0.15,4,2,0,4000,2
438,400,589,1,2.2204,1,25,600,1,180,12,0.15,4,5,0,4000,5
439,401,400,1,1.5004,1,25,500,1,180,12,0.15,4,3,0,4000,3
440,402,397,1,2.806,1,25,800,1,180,12,0.15,4,6,0,4000,6
441,402,403,1,3.0045,1,25,650,1,180,12,0.15,4,7,0,4000,7
442,402,605,1,1.2031,1,25,150,1,180,12,0.15,4,2,0,4000,2
443,402,610,1,1.929,1,25,150,1,180,12,0.15,4,4,0,4000,4
444,403,402,1,3.0045,1,25,650,1,180,12,0.15,4,7,0,4000,7
445,403,404,1,0.917,1,25,500,1,180,12,0.15,4,2,0,4000,2
446,403,674,1,1.5432,1,25,550,1,180,12,0.15,4,3,0,4000,3
447,403,679,1,1.6105,1,25,550,1,180,12,0.15,4,3,0,4000,3
448,404,403,1,0.917,1,25,500,1,180,12,0.15,4,2,0,4000,2
449,404,405,1,2.1867,1,25,500,1,180,12,0.15,4,5,0,4000,5
450,404,487,1,0.9528,1,25,500,1,180,12,0.15,4,2,0,4000,2
451,405,404,1,2.1867,1,25,500,1,180,12,0.15,4,5,0,4000,5
452,405,406,1,3.0506,1,25,500,1,180,12,0.15,4,7,0,4000,7
453,405,676,1,0.8207,1,25,300,1,180,12,0.15,4,1,0,4000,1
454,405,681,1,2.2045,1,25,300,1,180,12,0.15,4,5,0,4000,5
455,406,405,1,3.0506,1,25,500,1,180,12,0.15,4,7,0,4000,7
456,406,407,1,2.9438,1,25,500,1,180,12,0.15,4,7,0,4000,7
457,406,686,1,0.8207,1,25,650,1,180,12,0.15,4,1,0,4000,1
458,406,691,1,2.456,1,25,650,1,180,12,0.15,4,5,0,4000,5
459,407,406,1,2.9438,1,25,500,1,180,12,0.15,4,7,0,4000,7
460,407,408,1,1.9145,1,25,500,1,180,12,0.15,4,4,0,4000,4
461,407,688,1,1.0495,1,25,200,1,180,12,0.15,4,2,0,4000,2
462,407,693,1,2.1034,1,25,200,1,180,12,0.15,4,5,0,4000,5
463,408,407,1,1.9145,1,25,500,1,180,12,0.15,4,4,0,4000,4
464,408,409,1,3.5803,1,25,500,1,180,12,0.15,4,8,0,4000,8
465,408,537,1,1.4083,1,25,500,1,180,12,0.15,4,3,0,4000,3
466,408,538,1,2.5547,1,25,500,1,180,12,0.15,4,6,0,4000,6
467,409,408,1,3.5803,1,25,500,1,180,12,0.15,4,8,0,4000,8
468,409,410,1,2.9915,1,25,350,1,180,12,0.15,4,7,0,4000,7
469,409,689,1,2.812,1,25,200,1,180,12,0.15,4,6,0,4000,6
470,409,699,1,0.6369,1,25,200,1,180,12,0.15,4,1,0,4000,1
471,410,409,1,2.9915,1,25,350,1,180,12,0.15,4,7,0,4000,7
472,410,411,1,2.9381,1,25,350,1,180,12,0.15,4,7,0,4000,7
473,410,684,1,2.9191,1,25,600,1,180,12,0.15,4,7,0,4000,7
474,410,694,1,0.6369,1,25,600,1,180,12,0.15,4,1,0,4000,1
475,411,410,1,2.9381,1,25,350,1,180,12,0.15,4,7,0,4000,7
476,411,412,1,2.8728,1,25,350,1,180,12,0.15,4,6,0,4000,6
477,412,411,1,2.8728,1,25,350,1,180,12,0.15,4,6,0,4000,6
478,412,413,1,2.8087,1,25,350,1,180,12,0.15,4,6,0,4000,6
479,412,729,1,3.1702,1,25,400,1,180,12,0.15,4,7,0,4000,7
480,412,733,1,0.6221,1,25,400,1,180,12,0.15,4,1,0,4000,1
481,413,412,1,2.8087,1,25,350,1,180,12,0.15,4,6,0,4000,6
482,413,414,1,4.3738,1,25,350,1,180,12,0.15,4,10,0,4000,10
483,413,730,1,3.2006,1,25,350,1,180,12,0.15,4,7,0,4000,7
484,413,734,1,0.6369,1,25,350,1,180,12,0.15,4,1,0,4000,1
485,414,413,1,4.3738,1,25,350,1,180,12,0.15,4,10,0,4000,10
486,414,415,1,6.155,1,25,350,1,180,12,0.15,4,14,0,4000,14
487,414,726,1,4.2446,1,25,350,1,180,12,0.15,4,10,0,4000,10
488,414,732,1,1.7563,1,25,350,1,180,12,0.15,4,4,0,4000,4
489,415,414,1,6.155,1,25,350,1,180,12,0.15,4,14,0,4000,14
490,415,416,1,5.5941,1,25,350,1,180,12,0.15,4,13,0,4000,13
491,415,725,1,2.0451,1,25,200,1,180,12,0.15,4,4,0,4000,4
492,415,731,1,3.9514,1,25,200,1,180,12,0.15,4,9,0,4000,9
493,416,415,1,5.5941,1,25,350,1,180,12,0.15,4,13,0,4000,13
494,416,731,1,8.1972,1,25,350,1,180,12,0.15,4,19,0,4000,19
495,416,912,1,3.1271,1,25,350,1,180,12,0.15,4,7,0,4000,7
496,416,925,1,6.5202,1,25,350,1,180,12,0.15,4,15,0,4000,15
497,417,418,1,5.5066,1,25,500,1,180,12,0.15,4,13,0,4000,13
498,417,920,1,2.338,1,25,200,1,180,12,0.15,4,5,0,4000,5
499,417,921,1,4.253,1,25,200,1,180,12,0.15,4,10,0,4000,10
500,417,922,1,10.3917,1,25,500,1,180,12,0.15,4,24,0,4000,24
501,418,417,1,5.5066,1,25,500,1,180,12,0.15,4,13,0,4000,13
502,418,419,1,4.814,1,25,500,1,180,12,0.15,4,11,0,4000,11
503,418,738,1,3.4127,1,25,150,1,180,12,0.15,4,8,0,4000,8
504,418,742,1,1.6277,1,25,150,1,180,12,0.15,4,3,0,4000,3
505,419,418,1,4.814,1,25,500,1,180,12,0.15,4,11,0,4000,11
506,419,420,1,2.9709,1,25,500,1,180,12,0.15,4,7,0,4000,7
507,419,750,1,2.501,1,25,300,1,180,12,0.15,4,6,0,4000,6
508,419,751,1,0.9068,1,25,300,1,180,12,0.15,4,2,0,4000,2
509,420,419,1,2.9709,1,25,500,1,180,12,0.15,4,7,0,4000,7
510,420,421,1,3.2519,1,25,500,1,180,12,0.15,4,7,0,4000,7
511,420,752,1,1.4741,1,25,200,1,180,12,0.15,4,3,0,4000,3
512,420,753,1,1.8351,1,25,200,1,180,12,0.15,4,4,0,4000,4
513,421,420,1,3.2519,1,25,500,1,180,12,0.15,4,7,0,4000,7
514,421,422,1,2.8087,1,25,500,1,180,12,0.15,4,6,0,4000,6
515,421,761,1,0.61,1,25,100,1,180,12,0.15,4,1,0,4000,1
516,421,765,1,3.0506,1,25,100,1,180,12,0.15,4,7,0,4000,7
517,422,421,1,2.8087,1,25,500,1,180,12,0.15,4,6,0,4000,6
518,422,423,1,3.099,1,25,500,1,180,12,0.15,4,7,0,4000,7
519,422,763,1,0.6955,1,25,100,1,180,12,0.15,4,1,0,4000,1
520,422,766,1,3.4962,1,25,100,1,180,12,0.15,4,8,0,4000,8
521,423,422,1,3.099,1,25,500,1,180,12,0.15,4,7,0,4000,7
522,423,424,1,3.0676,1,25,500,1,180,12,0.15,4,7,0,4000,7
523,423,772,1,0.682,1,25,100,1,180,12,0.15,4,1,0,4000,1
524,423,776,1,3.33,1,25,100,1,180,12,0.15,4,7,0,4000,7
525,424,423,1,3.0676,1,25,500,1,180,12,0.15,4,7,0,4000,7
526,424,425,1,1.5359,1,25,500,1,180,12,0.15,4,3,0,4000,3
527,424,774,1,1.4754,1,25,200,1,180,12,0.15,4,3,0,4000,3
528,424,778,1,1.7361,1,25,200,1,180,12,0.15,4,4,0,4000,4
529,425,424,1,1.5359,1,25,500,1,180,12,0.15,4,3,0,4000,3
530,425,426,1,0.9548,1,25,350,1,180,12,0.15,4,2,0,4000,2
531,425,440,1,4.4026,1,25,500,1,180,12,0.15,4,10,0,4000,10
532,426,425,1,0.9548,1,25,350,1,180,12,0.15,4,2,0,4000,2
533,426,427,1,3.2422,1,25,350,1,180,12,0.15,4,7,0,4000,7
534,426,593,1,0.7446,1,25,700,1,180,12,0.15,4,1,0,4000,1
535,426,778,1,2.5743,1,25,700,1,180,12,0.15,4,6,0,4000,6
536,427,426,1,3.2422,1,25,350,1,180,12,0.15,4,7,0,4000,7
537,427,428,1,0.682,1,25,350,1,180,12,0.15,4,1,0,4000,1
538,427,430,1,0.9548,1,25,500,1,180,12,0.15,4,2,0,4000,2
539,428,427,1,0.682,1,25,350,1,180,12,0.15,4,1,0,4000,1
540,428,429,1,0.6008,1,25,350,1,180,12,0.15,4,1,0,4000,1
541,428,592,1,1.0005,1,25,650,1,180,12,0.15,4,2,0,4000,2
542,428,777,1,2.3969,1,25,650,1,180,12,0.15,4,5,0,4000,5
543,429,428,1,0.6008,1,25,350,1,180,12,0.15,4,1,0,4000,1
544,430,427,1,0.9548,1,25,500,1,180,12,0.15,4,2,0,4000,2
545,430,431,1,3.2209,1,25,500,1,180,12,0.15,4,7,0,4000,7
546,430,592,1,0.682,1,25,400,1,180,12,0.15,4,1,0,4000,1
547,430,596,1,2.4285,1,25,400,1,180,12,0.15,4,5,0,4000,5
548,431,430,1,3.2209,1,25,500,1,180,12,0.15,4,7,0,4000,7
549,431,432,1,2.3798,1,25,500,1,180,12,0.15,4,5,0,4000,5
550,431,594,1,1.6661,1,25,450,1,180,12,0.15,4,3,0,4000,3
551,431,598,1,1.5635,1,25,450,1,180,12,0.15,4,3,0,4000,3
552,432,431,1,2.3798,1,25,500,1,180,12,0.15,4,5,0,4000,5
553,432,433,1,2.0121,1,25,500,1,180,12,0.15,4,4,0,4000,4
554,432,615,1,2.7994,1,25,950,1,180,12,0.15,4,6,0,4000,6
555,432,616,1,0.7643,1,25,950,1,180,12,0.15,4,1,0,4000,1
556,433,432,1,2.0121,1,25,500,1,180,12,0.15,4,4,0,4000,4
557,433,434,1,2.6059,1,25,500,1,180,12,0.15,4,6,0,4000,6
558,433,617,1,3.1702,1,25,900,1,180,12,0.15,4,7,0,4000,7
559,433,618,1,0.6369,1,25,900,1,180,12,0.15,4,1,0,4000,1
560,434,433,1,2.6059,1,25,500,1,180,12,0.15,4,6,0,4000,6
561,434,435,1,1.7858,1,25,500,1,180,12,0.15,4,4,0,4000,4
562,434,551,1,1.3097,1,25,450,1,180,12,0.15,4,3,0,4000,3
563,434,553,1,1.7606,1,25,450,1,180,12,0.15,4,4,0,4000,4
564,435,434,1,1.7858,1,25,500,1,180,12,0.15,4,4,0,4000,4
565,435,436,1,2.7558,1,25,500,1,180,12,0.15,4,6,0,4000,6
566,435,495,1,0.9528,1,25,900,1,180,12,0.15,4,2,0,4000,2
567,436,435,1,2.7558,1,25,500,1,180,12,0.15,4,6,0,4000,6
568,436,437,1,3.7997,1,25,500,1,180,12,0.15,4,9,0,4000,9
569,436,553,1,1.037,1,25,400,1,180,12,0.15,4,2,0,4000,2
570,436,555,1,3.3216,1,25,400,1,180,12,0.15,4,7,0,4000,7
571,437,436,1,3.7997,1,25,500,1,180,12,0.15,4,9,0,4000,9
572,437,438,1,2.196,1,25,500,1,180,12,0.15,4,5,0,4000,5
573,437,534,1,7.091,1,25,650,1,180,12,0.15,4,17,0,4000,17
574,437,535,1,1.8592,1,25,500,1,180,12,0.15,4,4,0,4000,4
575,437,539,1,1.5066,1,25,350,1,180,12,0.15,4,3,0,4000,3
576,438,437,1,2.196,1,25,500,1,180,12,0.15,4,5,0,4000,5
577,438,439,1,2.318,1,25,500,1,180,12,0.15,4,5,0,4000,5
578,438,613,1,2.338,1,25,600,1,180,12,0.15,4,5,0,4000,5
579,438,614,1,0.7764,1,25,600,1,180,12,0.15,4,1,0,4000,1
580,439,438,1,2.318,1,25,500,1,180,12,0.15,4,5,0,4000,5
581,439,440,1,2.4408,1,25,500,1,180,12,0.15,4,5,0,4000,5
582,439,611,1,2.338,1,25,200,1,180,12,0.15,4,5,0,4000,5
583,439,612,1,0.8627,1,25,200,1,180,12,0.15,4,2,0,4000,2
584,440,425,1,4.4026,1,25,500,1,180,12,0.15,4,10,0,4000,10
585,440,439,1,2.4408,1,25,500,1,180,12,0.15,4,5,0,4000,5
586,440,590,1,1.8712,1,25,600,1,180,12,0.15,4,4,0,4000,4
587,440,595,1,1.3097,1,25,600,1,180,12,0.15,4,3,0,4000,3
588,441,442,1,3.9287,1,25,350,1,180,12,0.15,4,9,0,4000,9
589,441,897,1,6.2509,1,25,50,1,180,12,0.15,4,15,0,4000,15
590,441,898,1,1.5444,1,25,50,1,180,12,0.15,4,3,0,4000,3
591,441,928,1,32.8818,1,25,350,1,180,12,0.15,4,78,0,4000,78
592,442,441,1,3.9287,1,25,350,1,180,12,0.15,4,9,0,4000,9
593,442,443,1,4.5288,1,25,350,1,180,12,0.15,4,10,0,4000,10
594,442,896,1,1.0097,1,25,50,1,180,12,0.15,4,2,0,4000,2
595,442,897,1,3.8216,1,25,50,1,180,12,0.15,4,9,0,4000,9
596,443,442,1,4.5288,1,25,350,1,180,12,0.15,4,10,0,4000,10
597,443,444,1,5.4293,1,25,350,1,180,12,0.15,4,13,0,4000,13
598,444,443,1,5.4293,1,25,350,1,180,12,0.15,4,13,0,4000,13
599,444,445,1,6.8115,1,25,350,1,180,12,0.15,4,16,0,4000,16
600,444,884,1,4.7364,1,25,100,1,180,12,0.15,4,11,0,4000,11
601,444,885,1,1.6425,1,25,100,1,180,12,0.15,4,3,0,4000,3
602,445,444,1,6.8115,1,25,350,1,180,12,0.15,4,16,0,4000,16
603,445,446,1,6.2877,1,25,350,1,180,12,0.15,4,15,0,4000,15
604,445,857,1,1.4188,1,25,850,1,180,12,0.15,4,3,0,4000,3
605,445,858,1,4.7447,1,25,850,1,180,12,0.15,4,11,0,4000,11
606,446,445,1,6.2877,1,25,350,1,180,12,0.15,4,15,0,4000,15
607,446,447,1,4.3224,1,25,350,1,180,12,0.15,4,10,0,4000,10
608,446,847,1,3.8133,1,25,400,1,180,12,0.15,4,9,0,4000,9
609,446,848,1,2.1618,1,25,400,1,180,12,0.15,4,5,0,4000,5
610,447,446,1,4.3224,1,25,350,2,180,12,0.15,4,10,0,4000,10
611,447,448,1,2.989,1,25,500,1,180,12,0.15,4,7,0,4000,7
612,447,663,1,2.7524,1,25,350,1,180,12,0.15,4,6,0,4000,6
613,447,664,1,0.657,1,25,350,1,180,12,0.15,4,1,0,4000,1
614,448,447,1,2.989,1,25,500,2,180,12,0.15,4,7,0,4000,7
615,448,449,1,1.83,1,25,500,1,180,12,0.15,4,4,0,4000,4
616,448,661,1,2.6336,1,25,200,1,180,12,0.15,4,6,0,4000,6
617,448,662,1,0.682,1,25,200,1,180,12,0.15,4,1,0,4000,1
618,449,448,1,1.83,1,25,500,2,180,12,0.15,4,4,0,4000,4
619,449,450,1,1.3097,1,25,500,2,180,12,0.15,4,3,0,4000,3
620,449,452,1,4.0559,1,25,500,1,180,12,0.15,4,9,0,4000,9
621,449,507,1,3.5196,1,25,500,1,180,12,0.15,4,8,0,4000,8
622,450,449,1,1.3097,1,25,500,2,180,12,0.15,4,3,0,4000,3
623,450,451,1,2.001,1,25,500,1,180,12,0.15,4,4,0,4000,4
624,450,653,1,2.0065,1,25,500,1,180,12,0.15,4,4,0,4000,4
625,450,654,1,1.2276,1,25,500,2,180,12,0.15,4,2,0,4000,2
626,451,450,1,2.001,1,25,500,1,180,12,0.15,4,4,0,4000,4
627,451,524,1,2.1567,1,25,500,1,180,12,0.15,4,5,0,4000,5
628,451,651,1,2.1618,1,25,700,1,180,12,0.15,4,5,0,4000,5
629,451,653,1,1.1347,1,25,700,1,180,12,0.15,4,2,0,4000,2
630,452,449,1,4.0559,1,25,500,1,180,12,0.15,4,9,0,4000,9
631,452,453,1,9.1331,1,25,350,1,180,12,0.15,4,21,0,4000,21
632,452,649,1,2.6202,1,25,50,1,180,12,0.15,4,6,0,4000,6
633,452,840,1,0.7446,1,25,50,1,180,12,0.15,4,1,0,4000,1
634,453,452,1,9.1331,1,25,350,1,180,12,0.15,4,21,0,4000,21
635,453,454,1,2.9989,1,25,350,1,180,12,0.15,4,7,0,4000,7
636,453,837,1,1.987,1,25,300,1,180,12,0.15,4,4,0,4000,4
637,453,839,1,1.2031,1,25,300,1,180,12,0.15,4,2,0,4000,2
638,454,453,1,2.9989,1,25,350,1,180,12,0.15,4,7,0,4000,7
639,454,455,1,2.9286,1,25,350,1,180,12,0.15,4,7,0,4000,7
640,454,832,1,2.1454,1,25,300,1,180,12,0.15,4,5,0,4000,5
641,454,834,1,1.1844,1,25,300,1,180,12,0.15,4,2,0,4000,2
642,455,454,1,2.9286,1,25,350,1,180,12,0.15,4,7,0,4000,7
643,455,456,1,3.1843,1,25,350,1,180,12,0.15,4,7,0,4000,7
644,455,833,1,1.9691,1,25,550,1,180,12,0.15,4,4,0,4000,4
645,455,835,1,1.1347,1,25,550,1,180,12,0.15,4,2,0,4000,2
646,456,455,1,3.1843,1,25,350,1,180,12,0.15,4,7,0,4000,7
647,456,457,1,1.5825,1,25,350,1,180,12,0.15,4,3,0,4000,3
648,456,828,1,3.0506,1,25,100,1,180,12,0.15,4,7,0,4000,7
649,456,830,1,0.682,1,25,100,1,180,12,0.15,4,1,0,4000,1
650,457,456,1,1.5825,1,25,350,1,180,12,0.15,4,3,0,4000,3
651,457,458,1,1.3708,1,25,500,1,180,12,0.15,4,3,0,4000,3
652,457,466,1,5.6173,1,25,350,1,180,12,0.15,4,13,0,4000,13
653,457,467,1,3.0888,1,25,350,1,180,12,0.15,4,7,0,4000,7
654,458,457,1,1.3708,1,25,500,1,180,12,0.15,4,3,0,4000,3
655,458,459,1,5.0468,1,25,350,1,180,12,0.15,4,12,0,4000,12
656,458,831,1,1.2737,1,25,200,1,180,12,0.15,4,3,0,4000,3
657,458,844,1,3.6381,1,25,200,1,180,12,0.15,4,8,0,4000,8
658,459,458,1,5.0468,1,25,350,1,180,12,0.15,4,12,0,4000,12
659,459,460,1,6.7845,1,25,350,1,180,12,0.15,4,16,0,4000,16
660,459,871,1,4.8051,1,25,350,1,180,12,0.15,4,11,0,4000,11
661,459,874,1,1.0997,1,25,350,1,180,12,0.15,4,2,0,4000,2
662,460,459,1,6.7845,1,25,350,1,180,12,0.15,4,16,0,4000,16
663,460,461,1,5.7972,1,25,350,1,180,12,0.15,4,13,0,4000,13
664,460,873,1,2.4285,1,25,200,1,180,12,0.15,4,5,0,4000,5
665,460,876,1,3.9367,1,25,200,1,180,12,0.15,4,9,0,4000,9
666,461,460,1,5.7972,1,25,350,1,180,12,0.15,4,13,0,4000,13
667,461,872,1,3.2611,1,25,150,1,180,12,0.15,4,7,0,4000,7
668,461,875,1,2.7403,1,25,150,1,180,12,0.15,4,6,0,4000,6
669,461,926,1,7.7268,1,25,350,1,180,12,0.15,4,18,0,4000,18
670,462,463,1,4.1632,1,25,350,1,180,12,0.15,4,9,0,4000,9
671,462,927,1,16.654,1,25,350,1,180,12,0.15,4,39,0,4000,39
672,463,462,1,4.1632,1,25,350,1,180,12,0.15,4,9,0,4000,9
673,463,464,1,7.8082,1,25,350,1,180,12,0.15,4,18,0,4000,18
674,463,882,1,2.788,1,25,200,1,180,12,0.15,4,6,0,4000,6
675,463,883,1,3.3616,1,25,200,1,180,12,0.15,4,8,0,4000,8
676,464,463,1,7.8082,1,25,350,1,180,12,0.15,4,18,0,4000,18
677,464,465,1,6.0029,1,25,350,1,180,12,0.15,4,14,0,4000,14
678,464,861,1,4.4743,1,25,350,1,180,12,0.15,4,10,0,4000,10
679,464,880,1,1.5432,1,25,350,1,180,12,0.15,4,3,0,4000,3
680,465,464,1,6.0029,1,25,350,1,180,12,0.15,4,14,0,4000,14
681,465,466,1,5.7353,1,25,350,1,180,12,0.15,4,13,0,4000,13
682,465,854,1,2.1034,1,25,500,1,180,12,0.15,4,5,0,4000,5
